"End","CID","Location","Name","Start"
"7/20/2021 4:00:00 PM","2","キャンディファクトリー（１Ｆ）","ミミィ・ホワイト","7/20/2021 3:00:00 PM"
"7/20/2021 1:00:00 PM","3","ジュースファクトリー（１Ｆ）","ダニエル・スター","7/20/2021 10:00:00 AM"
"7/20/2021 10:00:00 AM","26","キャンディファクトリー（１Ｆ）","ポムポムプリン","7/20/2021 9:00:00 AM"
"7/20/2021 11:50:00 AM","28","キャンディファクトリー（１Ｆ）","ポチャッコ","7/20/2021 10:00:00 AM"
"7/20/2021 4:30:00 PM","48","ジュースファクトリー（１Ｆ）","クロミ","7/20/2021 1:30:00 PM"
"7/20/2021 11:15:00 AM","53","メルメルショップフォトスポット（４Ｆ）","ウィッシュミーメル","7/20/2021 9:35:00 AM"
"7/20/2021 11:50:00 AM","86","キャンディファクトリー（１Ｆ）","ぼんぼんりぼん","7/20/2021 10:00:00 AM"
"7/20/2021 2:00:00 PM","97","キャンディファクトリー（１Ｆ）","マイスウィートピアノ","7/20/2021 1:00:00 PM"
