"End","CID","Location","Name","Start"
"8/20/2020 12:30:00 PM","2","エンターテイメントホール（１Ｆ）","ミミィ・ホワイト","8/20/2020 11:30:00 AM"
"8/20/2020 4:30:00 PM","2","エンターテイメントホール（１Ｆ）","ミミィ・ホワイト","8/20/2020 3:30:00 PM"
"8/20/2020 1:00:00 PM","3","３Ｆ　ＲＨ　エントランスショップ側（３Ｆ）","ダニエル・スター","8/20/2020 10:00:00 AM"
"8/20/2020 4:30:00 PM","3","３Ｆ　ＲＨ　エントランスショップ側（３Ｆ）","ダニエル・スター","8/20/2020 1:30:00 PM"
"8/20/2020 1:00:00 PM","7","３Ｆ　ＲＨ　インフォメーション側（３Ｆ）","マイメロディ","8/20/2020 10:00:00 AM"
"8/20/2020 10:30:00 AM","19","エンターテイメントホール（１Ｆ）","モカ","8/20/2020 9:30:00 AM"
"8/20/2020 2:30:00 PM","19","エンターテイメントホール（１Ｆ）","モカ","8/20/2020 1:30:00 PM"
"8/20/2020 4:30:00 PM","52","３Ｆ　ＲＨ　インフォメーション側（３Ｆ）","シナモン","8/20/2020 1:30:00 PM"
