"End","CID","Location","Name","Start"
"12/3/2021 4:30:00 PM","7","ジュースファクトリー（１Ｆ）","マイメロディ","12/3/2021 3:30:00 PM"
"12/3/2021 1:10:00 PM","33","キャンディファクトリー（１Ｆ）","ラララフローラ","12/3/2021 11:00:00 AM"
"12/3/2021 1:00:00 PM","48","ジュースファクトリー（１Ｆ）","クロミ","12/3/2021 11:00:00 AM"
"12/3/2021 3:00:00 PM","52","ジュースファクトリー（１Ｆ）","シナモン","12/3/2021 1:30:00 PM"
"12/3/2021 1:10:00 PM","86","キャンディファクトリー（１Ｆ）","ぼんぼんりぼん","12/3/2021 11:00:00 AM"
"12/3/2021 3:00:00 PM","128","キャンディファクトリー（１Ｆ）","もっぷ","12/3/2021 2:00:00 PM"
"12/3/2021 5:00:00 PM","129","キャンディファクトリー（１Ｆ）","みゅー（ミュークルドリーミー）","12/3/2021 4:00:00 PM"
"12/3/2021 5:00:00 PM","140","キャンディファクトリー（１Ｆ）","ぺこ（ミュークルドリーミー）","12/3/2021 4:00:00 PM"
"12/4/2021 4:50:00 PM","2","キャンディファクトリー（１Ｆ）","ミミィ・ホワイト","12/4/2021 2:00:00 PM"
"12/4/2021 4:30:00 PM","7","ジュースファクトリー（１Ｆ）","マイメロディ","12/4/2021 1:30:00 PM"
"12/4/2021 12:50:00 PM","22","キャンディファクトリー（１Ｆ）","シフォン","12/4/2021 10:00:00 AM"
"12/4/2021 10:00:00 AM","48","キャンディファクトリー（１Ｆ）","クロミ","12/4/2021 9:00:00 AM"
"12/4/2021 1:00:00 PM","52","ジュースファクトリー（１Ｆ）","シナモン","12/4/2021 10:00:00 AM"
"12/4/2021 10:45:00 AM","53","メルメルショップフォトスポット（４Ｆ）","ウィッシュミーメル","12/4/2021 9:35:00 AM"
"12/4/2021 12:50:00 PM","90","キャンディファクトリー（１Ｆ）","エスプレッソ","12/4/2021 10:00:00 AM"
"12/5/2021 4:30:00 PM","3","ジュースファクトリー（１Ｆ）","ダニエル・スター","12/5/2021 1:30:00 PM"
"12/5/2021 10:00:00 AM","7","キャンディファクトリー（１Ｆ）","マイメロディ","12/5/2021 9:00:00 AM"
"12/5/2021 5:00:00 PM","19","キャンディファクトリー（１Ｆ）","モカ","12/5/2021 10:00:00 AM"
"12/5/2021 1:00:00 PM","26","ジュースファクトリー（１Ｆ）","ポムポムプリン","12/5/2021 10:00:00 AM"
"12/5/2021 10:45:00 AM","53","メルメルショップフォトスポット（４Ｆ）","ウィッシュミーメル","12/5/2021 9:35:00 AM"
"12/5/2021 5:00:00 PM","128","キャンディファクトリー（１Ｆ）","もっぷ","12/5/2021 10:00:00 AM"
"12/6/2021 4:00:00 PM","2","キャンディファクトリー（１Ｆ）","ミミィ・ホワイト","12/6/2021 3:00:00 PM"
"12/6/2021 4:30:00 PM","7","ジュースファクトリー（１Ｆ）","マイメロディ","12/6/2021 3:30:00 PM"
"12/6/2021 12:00:00 PM","19","キャンディファクトリー（１Ｆ）","モカ","12/6/2021 11:00:00 AM"
"12/6/2021 1:00:00 PM","26","ジュースファクトリー（１Ｆ）","ポムポムプリン","12/6/2021 11:00:00 AM"
"12/6/2021 3:00:00 PM","48","ジュースファクトリー（１Ｆ）","クロミ","12/6/2021 1:30:00 PM"
"12/6/2021 2:00:00 PM","97","キャンディファクトリー（１Ｆ）","マイスウィートピアノ","12/6/2021 1:00:00 PM"
"12/6/2021 12:00:00 PM","128","キャンディファクトリー（１Ｆ）","もっぷ","12/6/2021 11:00:00 AM"
"12/7/2021 4:00:00 PM","2","キャンディファクトリー（１Ｆ）","ミミィ・ホワイト","12/7/2021 3:00:00 PM"
"12/7/2021 11:50:00 AM","22","キャンディファクトリー（１Ｆ）","シフォン","12/7/2021 10:00:00 AM"
"12/7/2021 1:00:00 PM","26","ジュースファクトリー（１Ｆ）","ポムポムプリン","12/7/2021 10:00:00 AM"
"12/7/2021 11:50:00 AM","45","キャンディファクトリー（１Ｆ）","あひるのペックル","12/7/2021 10:00:00 AM"
"12/7/2021 4:30:00 PM","48","ジュースファクトリー（１Ｆ）","クロミ","12/7/2021 1:30:00 PM"
"12/7/2021 2:00:00 PM","128","キャンディファクトリー（１Ｆ）","もっぷ","12/7/2021 1:00:00 PM"
"12/10/2021 4:00:00 PM","2","キャンディファクトリー（１Ｆ）","ミミィ・ホワイト","12/10/2021 3:00:00 PM"
"12/10/2021 4:30:00 PM","3","ジュースファクトリー（１Ｆ）","ダニエル・スター","12/10/2021 3:30:00 PM"
"12/10/2021 3:00:00 PM","7","ジュースファクトリー（１Ｆ）","マイメロディ","12/10/2021 1:30:00 PM"
"12/10/2021 12:00:00 PM","28","キャンディファクトリー（１Ｆ）","ポチャッコ","12/10/2021 11:00:00 AM"
"12/10/2021 1:00:00 PM","52","ジュースファクトリー（１Ｆ）","シナモン","12/10/2021 11:00:00 AM"
"12/10/2021 2:00:00 PM","61","キャンディファクトリー（１Ｆ）","バッドばつ丸","12/10/2021 1:00:00 PM"
"12/10/2021 12:00:00 PM","97","キャンディファクトリー（１Ｆ）","マイスウィートピアノ","12/10/2021 11:00:00 AM"
"12/11/2021 4:30:00 PM","2","キャンディファクトリー（１Ｆ）","ミミィ・ホワイト","12/11/2021 9:30:00 AM"
"12/11/2021 1:00:00 PM","26","ジュースファクトリー（１Ｆ）","ポムポムプリン","12/11/2021 9:30:00 AM"
"12/11/2021 4:30:00 PM","48","ジュースファクトリー（１Ｆ）","クロミ","12/11/2021 1:30:00 PM"
"12/11/2021 9:30:00 AM","52","キャンディファクトリー（１Ｆ）","シナモン","12/11/2021 8:30:00 AM"
"12/11/2021 4:30:00 PM","97","キャンディファクトリー（１Ｆ）","マイスウィートピアノ","12/11/2021 9:30:00 AM"
"12/12/2021 4:30:00 PM","7","ジュースファクトリー（１Ｆ）","マイメロディ","12/12/2021 1:30:00 PM"
"12/12/2021 4:30:00 PM","28","キャンディファクトリー（１Ｆ）","ポチャッコ","12/12/2021 9:30:00 AM"
"12/12/2021 9:30:00 AM","48","キャンディファクトリー（１Ｆ）","クロミ","12/12/2021 8:30:00 AM"
"12/12/2021 1:00:00 PM","52","ジュースファクトリー（１Ｆ）","シナモン","12/12/2021 9:30:00 AM"
"12/12/2021 4:30:00 PM","128","キャンディファクトリー（１Ｆ）","もっぷ","12/12/2021 9:30:00 AM"
"12/13/2021 4:00:00 PM","2","キャンディファクトリー（１Ｆ）","ミミィ・ホワイト","12/13/2021 3:00:00 PM"
"12/13/2021 4:30:00 PM","7","ジュースファクトリー（１Ｆ）","マイメロディ","12/13/2021 3:30:00 PM"
"12/13/2021 12:00:00 PM","22","キャンディファクトリー（１Ｆ）","シフォン","12/13/2021 11:00:00 AM"
"12/13/2021 1:00:00 PM","26","ジュースファクトリー（１Ｆ）","ポムポムプリン","12/13/2021 11:00:00 AM"
