"Name","Start","End","Location","CID"
"キティ・ホワイト","2012/09/01 12:00:00","2012/09/01 12:20:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","1"
"ミミィ・ホワイト","2012/09/01 12:00:00","2012/09/01 12:20:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","2"
"ダニエル・スター","2012/09/01 9:30:00","2012/09/01 9:45:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","3"
"ダニエル・スター","2012/09/01 10:45:00","2012/09/01 11:05:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","3"
"ダニエル・スター","2012/09/01 12:25:00","2012/09/01 12:45:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","3"
"ルビー","2012/09/01 12:00:00","2012/09/01 12:20:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","8"
"ルビー","2012/09/01 12:50:00","2012/09/01 13:10:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","8"
"サフィー","2012/09/01 15:45:00","2012/09/01 16:05:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","9"
"サフィー","2012/09/01 16:55:00","2012/09/01 17:15:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","9"
"ガーネット","2012/09/01 16:55:00","2012/09/01 17:15:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","10"
"ラブラ","2012/09/01 14:45:00","2012/09/01 15:05:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","11"
"ラブラ","2012/09/01 15:45:00","2012/09/01 16:05:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","11"
"ラブラ","2012/09/01 16:55:00","2012/09/01 17:15:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","11"
"チャロット","2012/09/01 16:55:00","2012/09/01 17:15:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","40"
"ジャスパー","2012/09/01 16:55:00","2012/09/01 17:15:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","50"
"マイメロディ","2012/09/01 9:30:00","2012/09/01 9:45:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","16"
"マイメロディ","2012/09/01 12:25:00","2012/09/01 12:45:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","16"
"マイメロディ","2012/09/01 16:55:00","2012/09/01 17:15:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","16"
"クロミ","2012/09/01 16:55:00","2012/09/01 17:15:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","17"
"シナモン","2012/09/01 9:30:00","2012/09/01 9:45:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","18"
"シナモン","2012/09/01 9:55:00","2012/09/01 10:15:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","18"
"シナモン","2012/09/01 10:45:00","2012/09/01 11:05:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","18"
"シナモン","2012/09/01 11:10:00","2012/09/01 11:30:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","18"
"シナモン","2012/09/01 12:00:00","2012/09/01 12:20:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","18"
"シナモン","2012/09/01 12:25:00","2012/09/01 12:45:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","18"
"シナモン","2012/09/01 12:50:00","2012/09/01 13:10:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","18"
"モカ","2012/09/01 16:05:00","2012/09/01 16:25:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","19"
"エスプレッソ","2012/09/01 9:55:00","2012/09/01 10:15:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","20"
"エスプレッソ","2012/09/01 11:10:00","2012/09/01 11:30:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","20"
"エスプレッソ","2012/09/01 12:50:00","2012/09/01 13:10:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","20"
"ミルク","2012/09/01 12:00:00","2012/09/01 12:20:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","23"
"うさはな","2012/09/01 12:00:00","2012/09/01 12:20:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","24"
"バットばつ丸","2012/09/01 10:45:00","2012/09/01 11:05:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","61"
"バットばつ丸","2012/09/01 12:25:00","2012/09/01 12:45:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","61"
"ポムポムプリン","2012/09/01 9:30:00","2012/09/01 9:45:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","26"
"ポムポムプリン","2012/09/01 10:45:00","2012/09/01 11:05:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","26"
"ポムポムプリン","2012/09/01 12:25:00","2012/09/01 12:45:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","26"
"しろうさ＆くろうさ","2012/09/01 12:00:00","2012/09/01 12:20:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","12"
"ももうさ＆はなうさ","2012/09/01 12:00:00","2012/09/01 12:20:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","14"
"おさるのもんきち","2012/09/01 16:30:00","2012/09/01 16:50:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","31"
"マロンクリーム","2012/09/01 12:00:00","2012/09/01 12:20:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","27"
"ウィッシュミーメル","2012/09/01 9:30:00","2012/09/01 9:45:00","ﾋﾟｭｰﾛﾋﾞﾚｯｼﾞ(1F)","53"
